STOCK LOCATION,Family,NPI sets,AVOID REF,Alternate Origin stock Location,Imposed Invalidate,Start Allocation Year,Start Allocation Month,Start Allocation day,Reported Year,Reported Month,Reported Day,BUL CONVERSION %-CORE
P689,110151027CLOUD DANCER,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110151140SEEDPEARL,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145652MINERAL GREEN,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145682SEEDPEARL,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145684ETRUSCAN RED,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145715SEEDPEARL,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145829TOTAL ECLIPSE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146036ZEPHYR,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146037FROSTY GREEN,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146038CINNABAR,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146040CINNABAR,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146132ZEPHYR,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146133DEEP DEPTHS,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146230DUTCH CANAL,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146291TOTAL ECLIPSE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146451CANDY PINK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110147436CORK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110147510AQUA SKY,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110147523LAVANDULA,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110147556ANISE FLOWER,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110147565SORREL BROWN,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110147612WHISPER WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110147613WHISPER WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110147799BRIGHT WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110147969JET BLACK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110147970CANDY PINK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110148709PEBBLE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110148720LAPIS BLUE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110149266ETRUSCAN RED,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110149306LENTIL SPROUT,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150019ANTHRACITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150196PALE BANANA,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150197ETRUSCAN RED,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150540JET BLACK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150692VEILED ROSE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150752CARDINAL,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150855CLOUD DANCER,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150855DELLA ROBBIA BLUE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150928ANTIQUE WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110151032PINK FROSTING,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110151036MIST GREEN,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110151038AIR BLUE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110151151CLOUD DANCER,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110151192CLOUD DANCER,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110152077MOSS,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110152081STAR WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145650MINERAL GREEN,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145652OFF WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145683DESERT SAGE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146210ZEPHYR,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146217MOONLESS NIGHT,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146218BLANC DE BLANC,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146222CYPRESS,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146451HIGHRISE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146454JET BLACK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146490JET BLACK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146964JESTER RED,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110147524BRIGHT WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110147525LEGION BLUE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110147560ANISE FLOWER,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110147568JET BLACK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110147571JET BLACK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110147611PRISTINE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110148044MARSHMALLOW,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110148265LIGHT CLEAR BLUE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110148711STAR WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110148712LAPIS BLUE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110148721STAR WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110148805STAR WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110149096BRIGHT WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110149142MARSHMALLOW,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110149143GRAPE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110149157LIMOGES,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110149264FOG,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110149266CREAM PINK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110149277PRISTINE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110149307PRISTINE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110149308CREAM PINK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110149617MEDIUM BLUE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150121SNOW WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150129BLUE DEPTHS,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150529VANILLA ICE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150753ASH ROSE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150757WHISPER WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150852CLOUD DANCER,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150855CITRONELLE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110151036BRIGHT WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110151064FOREST SHADE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110151145SNOW WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110151193CLOUD DANCER,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145651OFF WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145684WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145828BLANC DE BLANC,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145828MINERAL GREEN,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145875BRIGHT WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146035DEEP DEPTHS,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146040FROSTY GREEN,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146135CLOUD DANCER,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146135EGRET,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146135VANILLA CREAM,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146444JET BLACK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146450CLOUD DANCER,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110147570DREAM BLUE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110148219SEA PINK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110148708BLACK IRIS,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110148722STAR WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110149096DOUBLE CREAM,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110149140CHATEAU ROSE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110149153BONNIE BLUE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110149259MARSHMALLOW,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110149309CREAM PINK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150455STAR WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150458STAR WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150539CANNOLI CREAM,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150541MISTLETOE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150574CANNOLI CREAM,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150575VEILED ROSE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150756CARDINAL,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150855FOREST NIGHT,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150856CLOUD DANCER,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110151030CITRONELLE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110151149CLOUD DANCER,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110152080JET BLACK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145632OFF WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145651BRIGHT WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145684AIR BLUE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145685DUSTY ROSE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145828DREAM BLUE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145966PINK LAVENDER,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146135SEEDPEARL,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146207CHILI PEPPER,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146207TOTAL ECLIPSE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146219BLANC DE BLANC,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146229JET BLACK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146453URBAN RED,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146459STRAWBERRY ICE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110147434CORK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110147436EGRET,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110147437PRISTINE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110147602BLANC DE BLANC,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110147757ROMANCE ROSE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110147757WHISPER WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110148262SORREL BROWN,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110148287PEBBLE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110148372MEDIUM BLUE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110148388BRIGHT WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110148859SORREL BROWN,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110149093DUTCH CANAL,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110149278CORNFLOWER BLUE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110149310ETRUSCAN RED,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150020ANTHRACITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150452SURF THE WEB,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150537MISTLETOE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110150852DELLA ROBBIA BLUE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110151028SEEDPEARL,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110151037JET BLACK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110151143BLUE HORIZON,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110151146CANDY PINK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110151147BLUE HORIZON,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146456DARK PURPLE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146364ICEBERG GREEN,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110148127PEACOAT,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145897BURNT HENNA,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,880014095PIQANTE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146456JET BLACK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,880014096EGRET,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145897JET BLACK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,880014095TRUE NAVY,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146456CLOUD DANCER,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,880014096JET BLACK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,880014096SACHET PINK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110148127FROSTY GREEN,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,880014096SAGE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146457ANTIQUE WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146457WINDSURFER,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145897PALE STAR,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110149067GRAPE WINE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146363VALERIAN,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146456BRIGHT WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,880014096BLANC DE BLANC,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110149067JET BLACK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110144492LEGION BLUE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145897OLIVE NIGHT,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146131CLOUD DANCER,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110149067GLACIER GRAY,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,880014095WISTERIA,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,880014095CANNOLI CREAM,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110148127PALE STAR,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110148127CLOUD DANCER,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146456PEACH WHIP,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,880014095MARITIME BLUE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,880014095DESERT SAND,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110144492OLIVE NIGHT,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146292ORCHID BLOOM,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146364JET BLACK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146456PIQANTE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110145897STAR WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146457SMOKE GREEN,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110151029CLOUD DANCER,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,880014096PINEAPPLE SLICE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110144492CASHMERE BLUE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,880014096CHRYSANTHEMUM,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,880014096URBAN RED,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146131JET BLACK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110144492STAR WHITE,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110148126JET BLACK,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,110146292OPEN AIR,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
P689,880014095BLUE DEPTHS,W_XS:1 S:2 M:2 L:2 XL:1 XXL:1,0,,,,,,2024,6,21,
