Stock Location,Family,Assortment Group,Minimum Members Count,Minimum Preferred Count,Minimum Inventory,Reported Year,Reported Month,Reported Day
P689,880014096LIGHT GREEN,,4,2,6,2024,6,21
P689,110146367DELLA ROBBIA BLUE,,3,2,0,2024,6,21
P689,110146623STAR WHITE,,3,2,0,2024,6,21
P689,110147803CAPULET OLIVE,,3,2,0,2024,6,21
P689,110145899WILLOW,,3,2,0,2024,6,21
P689,110146367WILLOW,,3,2,0,2024,6,21
P689,110147803ASPHALT,,3,2,0,2024,6,21
P689,110148128MONUMENT,,4,2,7,2024,6,21
P689,110145986SANGRIA,,4,2,6,2024,6,21
P689,110145986DUSTY PINK,,4,2,6,2024,6,21
P689,110148128OIL GREEN,,4,2,7,2024,6,21
P689,110145986STAR WHITE,,4,2,6,2024,6,21
P689,110145986QUARRY,,4,2,6,2024,6,21
P689,110145609WHITE,,4,2,6,2024,6,21
P689,110145609BLACK,,4,2,6,2024,6,21
P689,110148128JET BLACK,,4,2,7,2024,6,21
P689,110145987STAR WHITE,,4,2,6,2024,6,21
P689,110145986LAVENDER LUSTRE,,4,2,6,2024,6,21
P689,110145631BLACK,,4,2,0,2024,6,21
P689,110145650ANISE FLOWER,,4,2,0,2024,6,21
P689,110145650MARSHMALLOW,,4,2,0,2024,6,21
P689,110145684DESERT SAGE,,4,2,0,2024,6,21
P689,110145684LENTIL SPROUT,,4,2,0,2024,6,21
P689,110145684PRISTINE,,4,2,0,2024,6,21
P689,110145684SEEDPEARL,,4,2,0,2024,6,21
P689,110145715DESERT SAGE,,4,2,0,2024,6,21
P689,110145829ANTIQUE WHITE,,4,2,0,2024,6,21
P689,110145967DUTCH CANAL,,4,2,0,2024,6,21
P689,110145991GREEN EYES,,4,2,0,2024,6,21
P689,110145992PAPYRUS,,4,2,0,2024,6,21
P689,110146035ANTHRACITE,,4,2,0,2024,6,21
P689,110146037DEEP DEPTHS,,4,2,0,2024,6,21
P689,110146043DUTCH CANAL,,4,2,0,2024,6,21
P689,110146044SEEDPEARL,,4,2,0,2024,6,21
P689,110146210FROSTY GREEN,,4,2,0,2024,6,21
P689,110146220MOONLESS NIGHT,,4,2,0,2024,6,21
P689,110146445HIGHRISE,,4,2,0,2024,6,21
P689,110146460JESTER RED,,4,2,0,2024,6,21
P689,110146494PALE BANANA,,4,2,0,2024,6,21
P689,110146619DEEP MAHOGANY,,4,2,0,2024,6,21
P689,110146619HELIOTROPE,,4,2,0,2024,6,21
P689,110147436CORNFLOWER BLUE,,4,2,0,2024,6,21
P689,110147749WINTER WHITE,,4,2,0,2024,6,21
P689,110147800BRIGHT WHITE,,4,2,0,2024,6,21
P689,110147971MARITIME BLUE,,4,2,0,2024,6,21
P689,110147972BRIGHT WHITE,,4,2,0,2024,6,21
P689,110148080CANDY PINK,,4,2,0,2024,6,21
P689,110148288ROSEBUD,,4,2,0,2024,6,21
P689,110148293ROMANCE ROSE,,4,2,0,2024,6,21
P689,110148298CYPRESS,,4,2,0,2024,6,21
P689,110148353DOUBLE CREAM,,4,2,0,2024,6,21
P689,110148806STAR WHITE,,4,2,0,2024,6,21
P689,110148873STAR WHITE,,4,2,0,2024,6,21
P689,110148875LAPIS BLUE,,4,2,0,2024,6,21
P689,110149093DEEP MAHOGANY,,4,2,0,2024,6,21
P689,110149093VANILLA ICE,,4,2,0,2024,6,21
P689,110149094JET BLACK,,4,2,0,2024,6,21
P689,110149150SNOW WHITE,,4,2,0,2024,6,21
P689,110149264CORNFLOWER BLUE,,4,2,0,2024,6,21
P689,110149309LENTIL SPROUT,,4,2,0,2024,6,21
P689,110150024DARK BLUE,,4,2,0,2024,6,21
P689,110150125SNOW WHITE,,4,2,0,2024,6,21
P689,110150128TAN,,4,2,0,2024,6,21
P689,110150450WINTER WHITE,,4,2,0,2024,6,21
P689,110150453SKI PATROL,,4,2,0,2024,6,21
P689,110150456SKI PATROL,,4,2,0,2024,6,21
P689,110150528DARK BLUE,,4,2,0,2024,6,21
P689,110150540ORCHID BLOOM,,4,2,0,2024,6,21
P689,110150693WINTER WHITE,,4,2,0,2024,6,21
P689,110150853CITRONELLE,,4,2,0,2024,6,21
P689,110151033PINK FROSTING,,4,2,0,2024,6,21
P689,110152079MOSS,,4,2,0,2024,6,21
P689,880014950LIGHT BLUE,,4,2,0,2024,6,21
P689,110146035GREEN BAY,,4,2,0,2024,6,21
P689,110146036FROSTY GREEN,,4,2,0,2024,6,21
P689,110146043BAROQUE ROSE,,4,2,0,2024,6,21
P689,110146135LARK,,4,2,0,2024,6,21
P689,110146206BLANC DE BLANC,,4,2,0,2024,6,21
P689,110146444SPRING BOUQUET,,4,2,0,2024,6,21
P689,110146452VANILLA ICE,,4,2,0,2024,6,21
P689,110146458WHISPER WHITE,,4,2,0,2024,6,21
P689,110147434CORNFLOWER BLUE,,4,2,0,2024,6,21
P689,110147437CORNFLOWER BLUE,,4,2,0,2024,6,21
P689,110147558SORREL BROWN,,4,2,0,2024,6,21
P689,110147563BLANC DE BLANC,,4,2,0,2024,6,21
P689,110147563BRIGHT WHITE,,4,2,0,2024,6,21
P689,110147569DREAM BLUE,,4,2,0,2024,6,21
P689,110147748LIGHT CLEAR BLUE,,4,2,0,2024,6,21
P689,110147801CANDY PINK,,4,2,0,2024,6,21
P689,110147969URBAN RED,,4,2,0,2024,6,21
P689,110148299ROMANCE ROSE,,4,2,0,2024,6,21
P689,110148354DEEP MAHOGANY,,4,2,0,2024,6,21
P689,110148983BOYSENBERRY,,4,2,0,2024,6,21
P689,110149094QUIET HARBOR,,4,2,0,2024,6,21
P689,110149095JET BLACK,,4,2,0,2024,6,21
P689,110149144JET BLACK,,4,2,0,2024,6,21
P689,110149258MARSHMALLOW,,4,2,0,2024,6,21
P689,110149263OPEN AIR,,4,2,0,2024,6,21
P689,110149305CREAM PINK,,4,2,0,2024,6,21
P689,110149556BRIGHT WHITE,,4,2,0,2024,6,21
P689,110149576CAPRI,,4,2,0,2024,6,21
P689,110150020SNOW WHITE,,4,2,0,2024,6,21
P689,110150122ANTHRACITE,,4,2,0,2024,6,21
P689,110150126SNOW WHITE,,4,2,0,2024,6,21
P689,110150127ANTHRACITE,,4,2,0,2024,6,21
P689,110150454STAR WHITE,,4,2,0,2024,6,21
P689,110150457STAR WHITE,,4,2,0,2024,6,21
P689,110150856SMOKE GREEN,,4,2,0,2024,6,21
P689,110151148SUGAR SWIZZLE,,4,2,0,2024,6,21
P689,110151714FOREST SHADE,,4,2,0,2024,6,21
P689,110152078JET BLACK,,4,2,0,2024,6,21
P689,110152160STAR WHITE,,4,2,0,2024,6,21
P689,110145618BLACK,,4,2,0,2024,6,21
P689,110145631ANTIQUE WHITE,,4,2,0,2024,6,21
P689,110145650OFF WHITE,,4,2,0,2024,6,21
P689,110145677DUTCH CANAL,,4,2,0,2024,6,21
P689,110145683SEEDPEARL,,4,2,0,2024,6,21
P689,110145828JET BLACK,,4,2,0,2024,6,21
P689,110145828SNOW WHITE,,4,2,0,2024,6,21
P689,110145967BAROQUE ROSE,,4,2,0,2024,6,21
P689,110145993RUMBA RED,,4,2,0,2024,6,21
P689,110146037JET BLACK,,4,2,0,2024,6,21
P689,110146207ANTHRACITE,,4,2,0,2024,6,21
P689,110146216BLANC DE BLANC,,4,2,0,2024,6,21
P689,110146221BLANC DE BLANC,,4,2,0,2024,6,21
P689,110146455BLACK,,4,2,0,2024,6,21
P689,110146461WHISPER WHITE,,4,2,0,2024,6,21
P689,110146462STRAWBERRY ICE,,4,2,0,2024,6,21
P689,110146466BLANC DE BLANC,,4,2,0,2024,6,21
P689,110146963JET BLACK,,4,2,0,2024,6,21
P689,110147438PRISTINE,,4,2,0,2024,6,21
P689,110147509PARFAIT PINK,,4,2,0,2024,6,21
P689,110147567SORREL BROWN,,4,2,0,2024,6,21
P689,110147596WHISPER WHITE,,4,2,0,2024,6,21
P689,110147750BRIGHT WHITE,,4,2,0,2024,6,21
P689,110147798MEDIUM BLUE,,4,2,0,2024,6,21
P689,110147965JET BLACK,,4,2,0,2024,6,21
P689,110148044SORREL BROWN,,4,2,0,2024,6,21
P689,110148193DREAM BLUE,,4,2,0,2024,6,21
P689,110148194GLACIER GRAY,,4,2,0,2024,6,21
P689,110148264PARFAIT PINK,,4,2,0,2024,6,21
P689,110148286PEBBLE,,4,2,0,2024,6,21
P689,110148288BRIGHT WHITE,,4,2,0,2024,6,21
P689,110148290CYPRESS,,4,2,0,2024,6,21
P689,110148291WHISPER WHITE,,4,2,0,2024,6,21
P689,110148293CYPRESS,,4,2,0,2024,6,21
P689,110148299WHISPER WHITE,,4,2,0,2024,6,21
P689,110148860BRIGHT WHITE,,4,2,0,2024,6,21
P689,110149256MARSHMALLOW,,4,2,0,2024,6,21
P689,110149265FOG,,4,2,0,2024,6,21
P689,110149304CREAM PINK,,4,2,0,2024,6,21
P689,110149310CREAM PINK,,4,2,0,2024,6,21
P689,110149575VALLARTA BLUE,,4,2,0,2024,6,21
P689,110150198LENTIL SPROUT,,4,2,0,2024,6,21
P689,110150581ASH ROSE,,4,2,0,2024,6,21
P689,110150694BLUE HORIZON,,4,2,0,2024,6,21
P689,110150758WHISPER WHITE,,4,2,0,2024,6,21
P689,110150855SMOKE GREEN,,4,2,0,2024,6,21
P689,110151028CITRONELLE,,4,2,0,2024,6,21
P689,110151031DELLA ROBBIA BLUE,,4,2,0,2024,6,21
P689,110151032DOUBLE CREAM,,4,2,0,2024,6,21
P689,110151144SNOW WHITE,,4,2,0,2024,6,21
P689,110152156JET BLACK,,4,2,0,2024,6,21
P689,110145650CHILI PEPPER,,4,2,0,2024,6,21
P689,110145680SEEDPEARL,,4,2,0,2024,6,21
P689,110145708FROSTY GREEN,,4,2,0,2024,6,21
P689,110145709ANTHRACITE,,4,2,0,2024,6,21
P689,110146035JET BLACK,,4,2,0,2024,6,21
P689,110146037ZEPHYR,,4,2,0,2024,6,21
P689,110146038JET BLACK,,4,2,0,2024,6,21
P689,110146044EGRET,,4,2,0,2024,6,21
P689,110146135DUSTY ROSE,,4,2,0,2024,6,21
P689,110146449URBAN RED,,4,2,0,2024,6,21
P689,110146491CLOUD DANCER,,4,2,0,2024,6,21
P689,110146494PRISTINE,,4,2,0,2024,6,21
P689,110146619RED CLAY,,4,2,0,2024,6,21
P689,110146619SHOCKING PINK,,4,2,0,2024,6,21
P689,110146905PRISTINE,,4,2,0,2024,6,21
P689,110147505JET BLACK,,4,2,0,2024,6,21
P689,110147559ANISE FLOWER,,4,2,0,2024,6,21
P689,110147610WHISPER WHITE,,4,2,0,2024,6,21
P689,110148220AFTERGLOW,,4,2,0,2024,6,21
P689,110148266AQUA SKY,,4,2,0,2024,6,21
P689,110148298WHISPER WHITE,,4,2,0,2024,6,21
P689,110148539STAR WHITE,,4,2,0,2024,6,21
P689,110148856BLACK IRIS,,4,2,0,2024,6,21
P689,110148858PEBBLE,,4,2,0,2024,6,21
P689,110148875STAR WHITE,,4,2,0,2024,6,21
P689,110149093RED CLAY,,4,2,0,2024,6,21
P689,110149095OPEN AIR,,4,2,0,2024,6,21
P689,110149141CHATEAU ROSE,,4,2,0,2024,6,21
P689,110149144GRAPE,,4,2,0,2024,6,21
P689,110149151PASTEL LAVENDER,,4,2,0,2024,6,21
P689,110149152PASTEL LAVENDER,,4,2,0,2024,6,21
P689,110149156OPEN AIR,,4,2,0,2024,6,21
P689,110149256ANTHRACITE,,4,2,0,2024,6,21
P689,110150530PINK FROSTING,,4,2,0,2024,6,21
P689,110150530VANILLA ICE,,4,2,0,2024,6,21
P689,110150576PRISM PINK,,4,2,0,2024,6,21
P689,110150691JET BLACK,,4,2,0,2024,6,21
P689,110150695SHALE,,4,2,0,2024,6,21
P689,110150756ANTIQUE WHITE,,4,2,0,2024,6,21
P689,110150851CITRONELLE,,4,2,0,2024,6,21
P689,110150851CLOUD DANCER,,4,2,0,2024,6,21
P689,110150854DELLA ROBBIA BLUE,,4,2,0,2024,6,21
P689,110151027CLOUD DANCER,,4,2,0,2024,6,21
P689,110151140SEEDPEARL,,4,2,0,2024,6,21
P689,110145652MINERAL GREEN,,4,2,0,2024,6,21
P689,110145682SEEDPEARL,,4,2,0,2024,6,21
P689,110145684ETRUSCAN RED,,4,2,0,2024,6,21
P689,110145715SEEDPEARL,,4,2,0,2024,6,21
P689,110145829TOTAL ECLIPSE,,4,2,0,2024,6,21
P689,110146036ZEPHYR,,4,2,0,2024,6,21
P689,110146037FROSTY GREEN,,4,2,0,2024,6,21
P689,110146038CINNABAR,,4,2,0,2024,6,21
P689,110146040CINNABAR,,4,2,0,2024,6,21
P689,110146132ZEPHYR,,4,2,0,2024,6,21
P689,110146133DEEP DEPTHS,,4,2,0,2024,6,21
P689,110146230DUTCH CANAL,,4,2,0,2024,6,21
P689,110146291TOTAL ECLIPSE,,4,2,0,2024,6,21
P689,110146451CANDY PINK,,4,2,0,2024,6,21
P689,110147436CORK,,4,2,0,2024,6,21
P689,110147510AQUA SKY,,4,2,0,2024,6,21
P689,110147523LAVANDULA,,4,2,0,2024,6,21
P689,110147556ANISE FLOWER,,4,2,0,2024,6,21
P689,110147565SORREL BROWN,,4,2,0,2024,6,21
P689,110147612WHISPER WHITE,,4,2,0,2024,6,21
P689,110147613WHISPER WHITE,,4,2,0,2024,6,21
P689,110147799BRIGHT WHITE,,4,2,0,2024,6,21
P689,110147969JET BLACK,,4,2,0,2024,6,21
P689,110147970CANDY PINK,,4,2,0,2024,6,21
P689,110148709PEBBLE,,4,2,0,2024,6,21
P689,110148720LAPIS BLUE,,4,2,0,2024,6,21
P689,110149266ETRUSCAN RED,,4,2,0,2024,6,21
P689,110149306LENTIL SPROUT,,4,2,0,2024,6,21
P689,110150019ANTHRACITE,,4,2,0,2024,6,21
P689,110150196PALE BANANA,,4,2,0,2024,6,21
P689,110150197ETRUSCAN RED,,4,2,0,2024,6,21
P689,110150540JET BLACK,,4,2,0,2024,6,21
P689,110150692VEILED ROSE,,4,2,0,2024,6,21
P689,110150752CARDINAL,,4,2,0,2024,6,21
P689,110150855CLOUD DANCER,,4,2,0,2024,6,21
P689,110150855DELLA ROBBIA BLUE,,4,2,0,2024,6,21
P689,110150928ANTIQUE WHITE,,4,2,0,2024,6,21
P689,110151032PINK FROSTING,,4,2,0,2024,6,21
P689,110151036MIST GREEN,,4,2,0,2024,6,21
P689,110151038AIR BLUE,,4,2,0,2024,6,21
P689,110151151CLOUD DANCER,,4,2,0,2024,6,21
P689,110151192CLOUD DANCER,,4,2,0,2024,6,21
P689,110152077MOSS,,4,2,0,2024,6,21
P689,110152081STAR WHITE,,4,2,0,2024,6,21
P689,110145650MINERAL GREEN,,4,2,0,2024,6,21
P689,110145652OFF WHITE,,4,2,0,2024,6,21
P689,110145683DESERT SAGE,,4,2,0,2024,6,21
P689,110146210ZEPHYR,,4,2,0,2024,6,21
P689,110146217MOONLESS NIGHT,,4,2,0,2024,6,21
P689,110146218BLANC DE BLANC,,4,2,0,2024,6,21
P689,110146222CYPRESS,,4,2,0,2024,6,21
P689,110146451HIGHRISE,,4,2,0,2024,6,21
P689,110146454JET BLACK,,4,2,0,2024,6,21
P689,110146490JET BLACK,,4,2,0,2024,6,21
P689,110146964JESTER RED,,4,2,0,2024,6,21
P689,110147524BRIGHT WHITE,,4,2,0,2024,6,21
P689,110147525LEGION BLUE,,4,2,0,2024,6,21
P689,110147560ANISE FLOWER,,4,2,0,2024,6,21
P689,110147568JET BLACK,,4,2,0,2024,6,21
P689,110147571JET BLACK,,4,2,0,2024,6,21
P689,110147611PRISTINE,,4,2,0,2024,6,21
P689,110148044MARSHMALLOW,,4,2,0,2024,6,21
P689,110148265LIGHT CLEAR BLUE,,4,2,0,2024,6,21
P689,110148711STAR WHITE,,4,2,0,2024,6,21
P689,110148712LAPIS BLUE,,4,2,0,2024,6,21
P689,110148721STAR WHITE,,4,2,0,2024,6,21
P689,110148805STAR WHITE,,4,2,0,2024,6,21
P689,110149096BRIGHT WHITE,,4,2,0,2024,6,21
P689,110149142MARSHMALLOW,,4,2,0,2024,6,21
P689,110149143GRAPE,,4,2,0,2024,6,21
P689,110149157LIMOGES,,4,2,0,2024,6,21
P689,110149264FOG,,4,2,0,2024,6,21
P689,110149266CREAM PINK,,4,2,0,2024,6,21
P689,110149277PRISTINE,,4,2,0,2024,6,21
P689,110149307PRISTINE,,4,2,0,2024,6,21
P689,110149308CREAM PINK,,4,2,0,2024,6,21
P689,110149617MEDIUM BLUE,,4,2,0,2024,6,21
P689,110150121SNOW WHITE,,4,2,0,2024,6,21
P689,110150129BLUE DEPTHS,,4,2,0,2024,6,21
P689,110150529VANILLA ICE,,4,2,0,2024,6,21
P689,110150753ASH ROSE,,4,2,0,2024,6,21
P689,110150757WHISPER WHITE,,4,2,0,2024,6,21
P689,110150852CLOUD DANCER,,4,2,0,2024,6,21
P689,110150855CITRONELLE,,4,2,0,2024,6,21
P689,110151036BRIGHT WHITE,,4,2,0,2024,6,21
P689,110151064FOREST SHADE,,4,2,0,2024,6,21
P689,110151145SNOW WHITE,,4,2,0,2024,6,21
P689,110151193CLOUD DANCER,,4,2,0,2024,6,21
P689,110145651OFF WHITE,,4,2,0,2024,6,21
P689,110145684WHITE,,4,2,0,2024,6,21
P689,110145828BLANC DE BLANC,,4,2,0,2024,6,21
P689,110145828MINERAL GREEN,,4,2,0,2024,6,21
P689,110145875BRIGHT WHITE,,4,2,0,2024,6,21
P689,110146035DEEP DEPTHS,,4,2,0,2024,6,21
P689,110146040FROSTY GREEN,,4,2,0,2024,6,21
P689,110146135CLOUD DANCER,,4,2,0,2024,6,21
P689,110146135EGRET,,4,2,0,2024,6,21
P689,110146135VANILLA CREAM,,4,2,0,2024,6,21
P689,110146444JET BLACK,,4,2,0,2024,6,21
P689,110146450CLOUD DANCER,,4,2,0,2024,6,21
P689,110147570DREAM BLUE,,4,2,0,2024,6,21
P689,110148219SEA PINK,,4,2,0,2024,6,21
P689,110148708BLACK IRIS,,4,2,0,2024,6,21
P689,110148722STAR WHITE,,4,2,0,2024,6,21
P689,110149096DOUBLE CREAM,,4,2,0,2024,6,21
P689,110149140CHATEAU ROSE,,4,2,0,2024,6,21
P689,110149153BONNIE BLUE,,4,2,0,2024,6,21
P689,110149259MARSHMALLOW,,4,2,0,2024,6,21
P689,110149309CREAM PINK,,4,2,0,2024,6,21
P689,110150455STAR WHITE,,4,2,0,2024,6,21
P689,110150458STAR WHITE,,4,2,0,2024,6,21
P689,110150539CANNOLI CREAM,,4,2,0,2024,6,21
P689,110150541MISTLETOE,,4,2,0,2024,6,21
P689,110150574CANNOLI CREAM,,4,2,0,2024,6,21
P689,110150575VEILED ROSE,,4,2,0,2024,6,21
P689,110150756CARDINAL,,4,2,0,2024,6,21
P689,110150855FOREST NIGHT,,4,2,0,2024,6,21
P689,110150856CLOUD DANCER,,4,2,0,2024,6,21
P689,110151030CITRONELLE,,4,2,0,2024,6,21
P689,110151149CLOUD DANCER,,4,2,0,2024,6,21
P689,110152080JET BLACK,,4,2,0,2024,6,21
P689,110145632OFF WHITE,,4,2,0,2024,6,21
P689,110145651BRIGHT WHITE,,4,2,0,2024,6,21
P689,110145684AIR BLUE,,4,2,0,2024,6,21
P689,110145685DUSTY ROSE,,4,2,0,2024,6,21
P689,110145828DREAM BLUE,,4,2,0,2024,6,21
P689,110145966PINK LAVENDER,,4,2,0,2024,6,21
P689,110146135SEEDPEARL,,4,2,0,2024,6,21
P689,110146207CHILI PEPPER,,4,2,0,2024,6,21
P689,110146207TOTAL ECLIPSE,,4,2,0,2024,6,21
P689,110146219BLANC DE BLANC,,4,2,0,2024,6,21
P689,110146229JET BLACK,,4,2,0,2024,6,21
P689,110146453URBAN RED,,4,2,0,2024,6,21
P689,110146459STRAWBERRY ICE,,4,2,0,2024,6,21
P689,110147434CORK,,4,2,0,2024,6,21
P689,110147436EGRET,,4,2,0,2024,6,21
P689,110147437PRISTINE,,4,2,0,2024,6,21
